"TRAM","Rang","GEOM_WKT"
"T00887V","25-30 µg/m³","MultiLineString ((431018.1072042 4582028.18005869, 431036.68535724 4582044.53594297, 431033.75238851 4582049.24697239, 431039.42243166 4582053.77093635))"
"RL0028B","25-30 µg/m³","MultiLineString ((431038.43082971 4580305.10962079, 431035.86411266 4580301.17526916, 431030.21403826 4580292.55529873, 431023.99395741 4580283.10533138, 431017.76387564 4580273.66536412, 431011.17379106 4580263.8453992, 431004.42370669 4580254.14543519, 431001.85367559 4580250.53544938, 430995.45359764 4580241.56548387, 430991.18354561 4580235.5855069, 430986.47348792 4580228.97553261, 430977.67338023 4580216.60558021, 430968.88327275 4580204.18562769, 430962.18318716 4580194.28566311, 430961.5931792 4580193.36566624, 430955.76310051 4580184.17569578, 430953.34306488 4580180.00570785, 430951.00303085 4580175.97571987, 430946.64295999 4580167.56573946, 430942.95289383 4580159.62575527, 430942.27288125 4580158.1457577, 430938.21280242 4580148.59577373, 430934.7427288 4580139.60578613, 430934.21271749 4580138.22578801, 430930.60263218 4580127.72579924, 430927.2372527 4580116.54719398))"
"T01825L","20-25 µg/m³","MultiLineString ((428598.87992278 4581824.40012231, 428693.39678149 4581918.25054721))"
"T10879A","20-25 µg/m³","MultiLineString ((425883.60256541 4583252.77997199, 425889.49071588 4583271.38695565, 425943.43242109 4583353.19867018))"
"T12228F","20-25 µg/m³","MultiLineString ((430782.18981534 4586765.64316245, 430784.21049955 4586723.52007993))"
"T01146V","25-30 µg/m³","MultiLineString ((430480.07686112 4580908.15341948, 430518.89066311 4580874.16907319))"
"T09084E","30-35 µg/m³","MultiLineString ((432033.60738129 4584080.95349614, 432000.44539194 4584089.07675944, 431934.25979388 4584155.32936083))"
"RD0103Y","25-30 µg/m³","MultiLineString ((425425.31835245 4582450.00635984, 425430.32186029 4582462.46120435, 425447.18220806 4582504.82114098, 425462.08251414 4582542.08108483, 425476.59280999 4582578.08102967, 425479.90287834 4582586.41101732, 425489.06306702 4582609.41098299, 425498.18325606 4582632.44094886, 425509.62349844 4582662.0109074, 425514.36359884 4582674.25089044, 425527.44387777 4582708.32084334, 425535.69483816 4582727.13193871))"
"T11932S","20-25 µg/m³","MultiLineString ((431730.79828836 4588350.14749764, 431672.18736951 4588372.83897744))"
"T07510T","25-30 µg/m³","MultiLineString ((425711.59247157 4582353.64190202, 425795.21920544 4582433.21038785, 425810.66434075 4582447.87629284))"
"T07958V","20-25 µg/m³","MultiLineString ((429632.4887059 4583953.96050397, 429690.23017525 4584003.93314024))"
"T05306J","20-25 µg/m³","MultiLineString ((429361.99186547 4586534.11358002, 429343.45801634 4586557.83175894, 429337.85809515 4586569.38682, 429336.8801616 4586578.36484177, 429336.2582535 4586590.63186609))"
"T08647N","20-25 µg/m³","MultiLineString ((428331.31234962 4585752.14117606, 428334.58544081 4585763.51916933, 428332.91452487 4585774.96820037, 428328.84360628 4585786.5602499, 428322.51067887 4585797.44931552, 428313.20874045 4585807.49340241, 428302.48777525 4585814.2884949, 428278.4928029 4585822.86069128))"
"T13627U","25-30 µg/m³","MultiLineString ((429642.33560275 4586574.22351057, 429654.36897583 4586488.94528277))"
"T07336X","20-25 µg/m³","MultiLineString ((427443.28555802 4581748.04579525, 427569.86409005 4581792.3399004))"
"T05251L","25-30 µg/m³","MultiLineString ((429967.69645791 4587149.09795207, 429925.43853254 4587167.57630303, 429922.0834648 4587159.31331539))"
"T06673H","25-30 µg/m³","MultiLineString ((433496.58688102 4587804.32126413, 433689.16760086 4587860.07489443, 433834.10996736 4587878.928827))"
"T09839X","25-30 µg/m³","MultiLineString ((434234.81157121 4585238.33160201, 434324.01234673 4585322.65306201))"
"T00099B","25-30 µg/m³","MultiLineString ((432327.43790052 4581195.46386427, 432341.34195149 4581199.34876492))"
"T09574R","25-30 µg/m³","MultiLineString ((433177.31593596 4585368.90480837, 433081.40052083 4585465.62568843))"
"T19280L","30-35 µg/m³","MultiLineString ((429450.44689032 4581910.58277748, 429497.75332465 4581958.15349045))"
"T20933U","20-25 µg/m³","MultiLineString ((427893.63786171 4583670.7723089, 427955.01095996 4583671.18584237))"
"T15832F","15-20 µg/m³","MultiLineString ((423930.77254727 4586287.69754096, 423958.05948467 4586273.79631108, 423938.09312198 4586230.04239382))"
"T21310Z","25-30 µg/m³","MultiLineString ((426805.25548767 4583975.38105856, 426761.58097392 4584048.29850216))"
"T14932E","20-25 µg/m³","MultiLineString ((428081.189082 4579579.15759884, 428080.47419877 4579594.69562833, 428081.97828647 4579605.95163434))"
"T20053X","25-30 µg/m³","MultiLineString ((428017.6213931 4585557.9522539, 428018.27247327 4585568.41226568, 428018.84699959 4585637.84037235, 428020.85515469 4585657.92238918, 428022.2902264 4585667.10339294, 428031.75750599 4585702.10337681, 428046.10289739 4585750.87534557, 428050.98007215 4585772.96534374, 428050.98017855 4585787.02336621, 428045.24225216 4585797.92542733, 428037.87428441 4585803.69849265))"
"T20295N","20-25 µg/m³","MultiLineString ((428272.50348718 4583807.37663284, 428258.9486343 4583829.48976964, 428223.50691246 4583873.30010602, 428214.64694614 4583879.53518295, 428193.48000067 4583891.02136153, 428177.89300521 4583894.79548592, 428161.97698055 4583894.79560708, 428148.02994147 4583892.49870976))"
"T19850X","20-25 µg/m³","MultiLineString ((433577.53093409 4587399.15601029, 433625.66527409 4587302.30549256))"
"T11101N","20-25 µg/m³","MultiLineString ((428323.35978598 4583704.78208972, 428395.67915934 4583739.16259154, 428423.41332123 4583754.80740423, 428442.61348612 4583772.58528511, 428450.79057447 4583782.540238))"
"T12601G","25-30 µg/m³","MultiLineString ((430428.71306844 4587399.69784932, 430420.15287169 4587375.47087556))"
"T00461Z","25-30 µg/m³","MultiLineString ((431695.30598214 4581729.59247232, 431705.55616402 4581751.44442816))"
"T20494S","25-30 µg/m³","MultiLineString ((430780.63057438 4586602.04991313, 430738.9506331 4586618.33125463))"
"T12218D","20-25 µg/m³","MultiLineString ((430973.91032296 4587057.59817654, 431013.39288067 4587123.16698207))"
"T09928X","20-25 µg/m³","MultiLineString ((434442.80929193 4585028.04670598, 434421.11043053 4585050.63490435))"
"T07139U","25-30 µg/m³","MultiLineString ((427138.46850846 4581935.33540185, 427155.67857922 4581941.14827984, 427244.23794474 4581971.2376523))"
"T04471R","20-25 µg/m³","MultiLineString ((430698.03512108 4585502.00077765, 430727.09757024 4585555.42664344))"
"T13774E","15-20 µg/m³","MultiLineString ((423190.16551359 4586039.85378494, 423203.97556802 4586044.24368732, 423238.18576775 4586063.68345906, 423254.66611014 4586105.54340057, 423254.66610635 4586105.04339978))"
"T11566Q","25-30 µg/m³","MultiLineString ((426679.09687361 4584183.55633618, 426611.00361326 4584294.81402404))"
"T03232A","25-30 µg/m³","MultiLineString ((427834.53342618 4581255.90706269, 427900.72576286 4581286.79460679))"
"T15677M","25-30 µg/m³","MultiLineString ((430948.79269677 4581712.34410068, 430975.18283196 4581724.76091977, 431019.6440981 4581750.73162271))"
"T11702G","15-20 µg/m³","MultiLineString ((425316.43144414 4585195.94225498, 425312.92148869 4585202.52529173, 425287.92377437 4585245.25054709, 425273.65810193 4585291.35072716))"
"T03860W","25-30 µg/m³","MultiLineString ((428503.69786837 4579992.53202698, 428508.59576089 4579977.37496633, 428482.20796253 4579877.51401256))"
"T20748V","25-30 µg/m³","MultiLineString ((432037.02411662 4584439.7960143, 432122.75188309 4584523.16149186))"
"T04551Q","25-30 µg/m³","MultiLineString ((430702.82892912 4586004.25954627, 430617.65214899 4586050.72626528))"
"T03494U","25-30 µg/m³","MultiLineString ((429589.01999567 4580579.89168259, 429476.88480278 4580577.18153083))"
"T15587L","25-30 µg/m³","MultiLineString ((431640.95471378 4581705.32684682, 431647.48183398 4581719.81881959))"
"T19635S","25-30 µg/m³","MultiLineString ((432318.66164114 4580899.77247586, 432327.23067286 4580902.20741469, 432329.25670435 4580905.94140509, 432330.25874843 4580911.54140612))"
"T05428S","20-25 µg/m³","MultiLineString ((429483.04990552 4587967.24394039, 429449.27899761 4587986.28922751, 429424.14714172 4588010.43945701, 429410.9922285 4588024.57657951))"
"T15942K","20-25 µg/m³","MultiLineString ((426630.96141305 4581894.56120035, 426781.25722094 4581970.3151733))"
"T17274F","20-25 µg/m³","MultiLineString ((426707.2742906 4582521.42158221, 426691.62536862 4582534.89172196, 426649.23359771 4582573.71810409))"
"T14732Y","25-30 µg/m³","MultiLineString ((430756.53456722 4583444.42919708, 430612.8469864 4583397.28921341))"
"T02049Z","25-30 µg/m³","MultiLineString ((431086.88058958 4582722.66159779, 430982.42323689 4582829.04555088))"
"T15841G","25-30 µg/m³","MultiLineString ((429879.13053046 4580723.30369774, 429876.39538776 4580705.06869051, 429858.31212341 4580673.91778011))"
"T02306X","25-30 µg/m³","MultiLineString ((431636.08408344 4583070.57196933, 431644.67737078 4583106.61695916))"
"T02035T","25-30 µg/m³","MultiLineString ((430405.67490624 4583034.43823088, 430311.14649375 4583130.93909336))"
"T01520X","20-25 µg/m³","MultiLineString ((431221.93947653 4581627.74790198, 431236.68634119 4581606.93375838))"
"T04706R","25-30 µg/m³","MultiLineString ((430166.68487108 4586766.82282811, 430141.70007622 4586799.01806963))"
"T00916J","25-30 µg/m³","MultiLineString ((430978.72986855 4581860.4471005, 430966.01503706 4581885.20923468))"
"T07458G","25-30 µg/m³","MultiLineString ((427705.52347406 4581683.59770144, 427673.64691317 4581747.9170427))"
"T05373U","25-30 µg/m³","MultiLineString ((430093.31274614 4587557.71264726, 429982.13024343 4587646.04063357))"
"T12613K","20-25 µg/m³","MultiLineString ((430520.97853409 4587310.23600822, 430521.08548787 4587304.10999765, 430510.44533545 4587286.16104962))"
"T15693M","25-30 µg/m³","MultiLineString ((430964.12690047 4581341.19741601, 430971.86585201 4581333.24134518))"
"T09528L","25-30 µg/m³","MultiLineString ((432808.20740127 4584978.17499454, 432791.12050377 4584995.10014941))"
"T12832T","20-25 µg/m³","MultiLineString ((430937.30803801 4588875.35933877, 430941.53215107 4588889.40932898, 430953.04425505 4588900.76725972, 430962.09429406 4588904.05819637, 430973.18232118 4588905.36311443, 430989.09635875 4588907.05799655, 431004.88040997 4588910.58088254, 431016.49048041 4588917.49380552, 431022.3495464 4588924.99877299, 431056.08390046 4588964.79358032))"
"T01919Q","25-30 µg/m³","MultiLineString ((429457.60920675 4582477.1265886, 429363.67479897 4582574.10345115))"
"T11631I","20-25 µg/m³","MultiLineString ((426124.70601215 4584446.89595889, 426133.57942779 4584499.77097179, 426136.8366636 4584530.13199318, 426142.63991081 4584561.46999666, 426153.3250731 4584580.63394443, 426155.09418581 4584595.10195296))"
"T12708Q","20-25 µg/m³","MultiLineString ((431408.94425623 4588411.74603275, 431325.47052491 4588464.28074814))"
"T07803D","20-25 µg/m³","MultiLineString ((429408.53195566 4583769.34692846, 429458.44256421 4583707.73645512))"
"T05576D","20-25 µg/m³","MultiLineString ((428096.50589912 4586401.29200022, 428056.52984557 4586402.41230631, 428003.60175376 4586401.13370718))"
"T12041W","20-25 µg/m³","MultiLineString ((431580.20451409 4588014.88710712, 431549.15870885 4588046.93639302))"
"T09786B","25-30 µg/m³","MultiLineString ((434236.41152798 4585628.34321195, 434215.2116635 4585650.52740764))"
"T18057C","25-30 µg/m³","MultiLineString ((428633.43029196 4579231.26886299, 428622.16637197 4579244.09696847))"
"T01504X","25-30 µg/m³","MultiLineString ((431061.10252206 4581534.87597813, 431045.95760605 4581549.01311452, 431037.97264343 4581555.55918504, 431046.78371751 4581563.51413047))"
"T00474E","25-30 µg/m³","MultiLineString ((431724.75207133 4581735.34225809, 431751.18302364 4581723.69304004))"
"T09248G","25-30 µg/m³","MultiLineString ((433598.72316841 4583867.62132784, 433655.48166023 4583920.81897935))"
"T06754H","25-30 µg/m³","MultiLineString ((433428.23520467 4588124.67528783, 433731.4009779 4588164.93205614))"
"T10174A","25-30 µg/m³","MultiLineString ((432113.17883372 4582809.33995889, 432216.64671704 4582904.53432077))"
"T02771S","25-30 µg/m³","MultiLineString ((427415.05281392 4580601.77124443, 427430.07333687 4580535.8460284))"
"T12048D","20-25 µg/m³","MultiLineString ((431600.26050864 4588142.0221567, 431585.50658039 4588154.50728822))"
"T04539U","25-30 µg/m³","MultiLineString ((431390.03072173 4585968.62128877, 431363.51597949 4586008.08355252))"
"T18085G","20-25 µg/m³","MultiLineString ((430920.57611773 4587569.55539513, 430963.41356865 4587620.31615145))"
"T01204O","20-25 µg/m³","MultiLineString ((430841.44526744 4580756.29444785, 430907.6983381 4580752.08993934))"
"T19522K","20-25 µg/m³","MultiLineString ((432609.48742594 4586209.30344556, 432544.04850095 4586232.52797774))"
"T21420E","20-25 µg/m³","MultiLineString ((433693.99246686 4587577.65041132, 433731.53157665 4587584.49913801))"
"T09685X","20-25 µg/m³","MultiLineString ((433411.62091077 4585846.17879793, 433364.77916779 4585889.62422155))"
"T12690X","20-25 µg/m³","MultiLineString ((431119.73042504 4588229.31293425, 431166.42178453 4588267.19364065, 431196.25203626 4588294.30545768))"
"T16126Q","25-30 µg/m³","MultiLineString ((431470.73912027 4585608.46010171, 431365.2867348 4585579.03685246, 431358.63272148 4585578.63390216))"
"T07804E","20-25 µg/m³","MultiLineString ((429512.29571343 4583716.41705845, 429495.97783651 4583735.91521222))"
"T05955K","25-30 µg/m³","MultiLineString ((432459.61791401 4586304.25773096, 432458.7712077 4586343.20679945))"
"T18024T","20-25 µg/m³","MultiLineString ((427846.74635193 4586380.2158679, 427834.90737617 4586385.84496699, 427819.91039934 4586391.98009094, 427808.55042127 4586397.20618575, 427804.68743936 4586400.38722022, 427799.91648356 4586407.20326741, 427795.37154015 4586415.6103154, 427789.69165348 4586431.74238435, 427788.10171811 4586440.60441057, 427786.96581441 4586453.55543985, 427786.5109909 4586476.9584806, 427783.78505376 4586485.81951546, 427779.6951059 4586493.5445589, 427765.15320203 4586509.22269458, 427759.24621351 4586511.94974388, 427747.87119205 4586511.44782968))"
"T16945R","20-25 µg/m³","MultiLineString ((426446.19871743 4583684.24334835, 426464.64680797 4583692.38622033))"
"T01457H","25-30 µg/m³","MultiLineString ((430907.88319187 4581522.62512012, 430890.21127446 4581537.09427617))"
"T18328G","25-30 µg/m³","MultiLineString ((433748.14244575 4584399.78300674, 433723.35647472 4584408.59720765, 433597.46396733 4584367.3290974))"
"T06005D","20-25 µg/m³","MultiLineString ((431974.31020379 4586969.5334633, 432013.21631614 4586976.42717978))"
"T17081Y","20-25 µg/m³","MultiLineString ((430599.07832176 4586869.99871515, 430570.73827943 4586870.20893004))"
"T09911O","25-30 µg/m³","MultiLineString ((434722.62929598 4584972.19450497, 434752.8345692 4585002.0193218))"
"T15736G","25-30 µg/m³","MultiLineString ((430705.92363191 4581095.20499511, 430665.78990533 4581139.37936697))"
"T02868A","25-30 µg/m³","MultiLineString ((427681.73603451 4580313.04377075, 427634.19193074 4580309.02912601, 427623.39195084 4580313.87421561))"
"T04934B","20-25 µg/m³","MultiLineString ((429458.49070297 4585700.13851153, 429472.05973056 4585701.00940963, 429487.89474561 4585699.75928708, 429498.02775561 4585699.00720874))"
"T10394K","20-25 µg/m³","MultiLineString ((428831.64034319 4583016.89617419, 428756.31093896 4583110.59289018))"
"T05481X","30-35 µg/m³","MultiLineString ((428203.58061286 4585945.2324572, 428220.54947905 4585954.53002005, 428255.45511025 4586049.62842544))"
"T18676X","20-25 µg/m³","MultiLineString ((424126.1404195 4586626.47658944, 424138.87645645 4586628.72349599, 424148.80343933 4586624.41541356, 424152.32131545 4586607.33735974))"
"RD0061I",">40 µg/m³","MultiLineString ((428219.03898975 4585975.30320361, 428229.99310589 4586004.90534669, 428244.12341623 4586043.02529943, 428247.09432789 4586050.97815123))"
"T00788T","25-30 µg/m³","MultiLineString ((431362.06043216 4582119.76659354, 431344.64359812 4582145.14576424, 431328.73472506 4582165.08391521, 431321.55778213 4582174.05198327))"
"T20492Q","20-25 µg/m³","MultiLineString ((431065.13081069 4585914.58666094, 431079.54883769 4585915.20955283, 431114.49175601 4585897.28225971, 431117.76774042 4585894.55323055, 431117.04370831 4585890.45822948))"
"T20337G","20-25 µg/m³","MultiLineString ((429729.36599967 4586476.77369258, 429739.86000221 4586474.96560983, 429761.40693964 4586462.29842561))"
