TRAM,Measurement,Unit,X_Coordinate,Y_Coordinate
T10115P,20-25,µg/m³,433035.89308226,4583312.63474161
T13006X,20-25,µg/m³,431304.30504831,4590252.10472773
T05932D,25-30,µg/m³,431491.47202849,4586252.62797499
T00151O,25-30,µg/m³,432166.45477594,4581211.78010882
T01826M,20-25,µg/m³,428693.39678149,4581918.25054721
T06324P,20-25,µg/m³,432383.90473078,4587483.48017922
T08556L,25-30,µg/m³,429162.7943653,4584793.37834993
T02318B,25-30,µg/m³,430362.21826498,4582432.8616443
T10742K,20-25,µg/m³,426640.86921356,4583183.19410093
T09100N,25-30,µg/m³,432138.56258433,4583560.4829111
NS0025Y,30-35,µg/m³,432159.43836174,4589791.62878305
T05124F,20-25,µg/m³,429729.36599967,4586476.77369258
T02464K,20-25,µg/m³,428335.9825408,4582090.83653029
T02789C,25-30,µg/m³,427430.07333687,4580535.8460284
T18808R,25-30,µg/m³,428488.36635184,4579004.86761418
T02152X,20-25,µg/m³,428890.57883174,4582674.4802035
T06680G,20-25,µg/m³,433409.12315845,4587858.71101225
T04419N,20-25,µg/m³,430929.88171802,4585665.69028579
T06918J,25-30,µg/m³,432635.07134492,4589359.68924128
T10640F,20-25,µg/m³,428121.69387876,4583363.40410493
T14169T,20-25,µg/m³,432986.90507451,4587405.9454916
T02095F,25-30,µg/m³,430692.66865424,4582548.30831747
T21511G,25-30,µg/m³,433654.12564185,4586025.46624911
T21534N,25-30,µg/m³,431680.90672957,4590132.87868627
T12546Q,20-25,µg/m³,430405.46541723,4587318.46489598
T06293Z,25-30,µg/m³,431917.34880424,4587324.42245871
T06924H,20-25,µg/m³,432366.262504,4589040.06077418
T04598F,25-30,µg/m³,430456.46179662,4586169.26867499
T20325C,25-30,µg/m³,429136.89230107,4580579.94711966
T03357M,20-25,µg/m³,427063.67763371,4580913.10539702
T08099H,25-30,µg/m³,429248.71261196,4583362.11152608
T11994G,20-25,µg/m³,431503.5794099,4588280.71610857
T14404L,20-25,µg/m³,432504.72014032,4587908.70093845
T08916P,25-30,µg/m³,431604.45724417,4585201.21543838
T01517C,25-30,µg/m³,431141.29044444,4581508.33132998
T13137H,30-35,µg/m³,433349.19790011,4582699.07043287
T03673V,25-30,µg/m³,430519.39472974,4580619.52167826
T19429O,25-30,µg/m³,431146.2598357,4585504.91939089
T08493N,20-25,µg/m³,429369.19048037,4584372.19514158
T20766X,25-30,µg/m³,425621.58306048,4582844.84434145
T06273V,20-25,µg/m³,432042.31428392,4587230.23936305
T10050P,20-25,µg/m³,434462.19750447,4585183.48779507
T11862V,15-20,µg/m³,426155.89388083,4585608.70051293
T20805N,25-30,µg/m³,430779.18852713,4581724.5644042
T00373A,20-25,µg/m³,431462.45596862,4581511.95090256
T02666S,25-30,µg/m³,431031.48065075,4584319.69444239
T02212S,25-30,µg/m³,429206.95837677,4582945.05220897
T18216Z,20-25,µg/m³,432598.10875242,4582700.27112087
T11073A,25-30,µg/m³,427711.35241393,4583912.15906388
T09278M,25-30,µg/m³,433780.29687496,4583792.33783923
T02694W,30-35,µg/m³,431606.21384777,4583834.58835709
T17252Z,25-30,µg/m³,431178.63208154,4581716.18536547
T06895T,25-30,µg/m³,432129.4712398,4585094.2953049
T07977Y,20-25,µg/m³,429984.73186809,4583772.30654788
T10639M,20-25,µg/m³,428142.51174689,4583341.81291359
T11142W,20-25,µg/m³,428493.42914144,4583848.42701358
RL0033G,>40,µg/m³,432183.64221825,4581633.60961304
T06104F,20-25,µg/m³,432533.92760214,4587040.00533951
T08102L,20-25,µg/m³,429494.95030537,4583271.77851499
T08795Y,25-30,µg/m³,432503.37589545,4584710.55489565
T05682E,20-25,µg/m³,428172.27998366,4586925.19625786
T20497V,20-25,µg/m³,432224.67235636,4586938.60851907
T00589O,20-25,µg/m³,431425.2822038,4581682.08044487
T14655C,25-30,µg/m³,432115.88586168,4581496.62292936
T07785S,20-25,µg/m³,429770.61940663,4583623.62295176
T00834I,20-25,µg/m³,431285.0181273,4581832.15373713
T02944V,20-25,µg/m³,428292.70320374,4580606.57457866
T07445B,20-25,µg/m³,428221.16536576,4581827.81900056
T17628L,25-30,µg/m³,433657.77217891,4585831.60791266
T08818O,25-30,µg/m³,432423.97649651,4584542.77524229
T18067E,20-25,µg/m³,430577.87925643,4586601.52744707
T04036C,20-25,µg/m³,428081.31164788,4578598.88207624
T12325F,20-25,µg/m³,430513.52120571,4586872.18336635
T07751I,20-25,µg/m³,429583.9668921,4583856.828726
T17270B,20-25,µg/m³,427575.60241938,4585652.15277033
T07754L,20-25,µg/m³,429685.32726403,4583885.1379975
T06034I,20-25,µg/m³,432217.62625204,4587058.27476268
T06441T,20-25,µg/m³,432273.4861589,4588090.2649767
T04160F,25-30,µg/m³,426517.9274738,4575067.93446949
T17951T,20-25,µg/m³,429346.35285999,4587064.90854555
T18372K,20-25,µg/m³,429564.0103423,4586687.91628814
T19567X,20-25,µg/m³,427311.40016154,4582117.79836629
T14508S,20-25,µg/m³,432816.93889215,4587416.50479492
T17442D,20-25,µg/m³,427668.13465958,4580793.51561586
T09153A,25-30,µg/m³,432986.15311195,4583458.12333986
T18370I,25-30,µg/m³,431252.95609495,4586574.2622936
T02802I,25-30,µg/m³,427337.62378847,4580482.37364876
T02980Z,20-25,µg/m³,427705.78395009,4580165.23335944
VA0015O,25-30,µg/m³,426567.06107311,4583718.55472551
T03878G,25-30,µg/m³,429862.14728748,4579377.59875316
T00760H,20-25,µg/m³,431331.72180419,4582306.45510859
T04925A,25-30,µg/m³,429396.24029858,4585659.43092018
T06405P,20-25,µg/m³,432595.8917465,4587310.37429982
T00612W,25-30,µg/m³,431655.03694967,4581733.50778333
T08528H,25-30,µg/m³,429480.66586703,4585057.44932846
T04507M,25-30,µg/m³,431061.52661854,4586022.05586017
T21095L,25-30,µg/m³,431264.40752827,4580836.10036549
T08001H,20-25,µg/m³,429958.7843059,4584229.45943769
T09026U,25-30,µg/m³,431969.7579418,4584561.87570818
T00701W,25-30,µg/m³,431434.57644171,4582106.27502368
T09524H,25-30,µg/m³,433173.70849505,4585179.42053417
T19287S,25-30,µg/m³,431521.84702915,4585189.71104605
T19384S,20-25,µg/m³,430286.11713894,4588039.69384039
T10088D,20-25,µg/m³,434451.69456144,4585325.14610041
T17654N,25-30,µg/m³,430640.90214662,4587234.50997958
VA0001A,25-30,µg/m³,426458.5708729,4583794.93110136
T06926J,25-30,µg/m³,432351.38477221,4589210.31515513
T19478X,25-30,µg/m³,430829.0351049,4581264.00432118
T18711J,20-25,µg/m³,427033.19117334,4583097.75498413
T04990J,25-30,µg/m³,428910.21738771,4585770.69679838
T11946Y,20-25,µg/m³,431827.28816455,4588314.08670983
T11436H,25-30,µg/m³,428094.88758468,4584645.47825721
T08688W,20-25,µg/m³,427850.930555,4585613.5526121
T16987B,20-25,µg/m³,431493.10719979,4581667.75390916
T15901B,25-30,µg/m³,425578.40725646,4575755.29064346
T06890O,25-30,µg/m³,432046.94075189,4585178.28505613
T18191H,20-25,µg/m³,432337.01496314,4587655.66080727
T17538K,25-30,µg/m³,432995.95488226,4584214.83641688
T17963X,20-25,µg/m³,428237.41191217,4586770.36351571
T01846Q,25-30,µg/m³,429261.64160522,4581911.34521461
T17588U,25-30,µg/m³,433724.87966767,4583381.74863248
T16455E,20-25,µg/m³,433697.86164153,4583778.30244162
T12586Y,20-25,µg/m³,430285.22973491,4587385.05491249
T00697R,25-30,µg/m³,431469.22925818,4582075.07971353
T08442C,25-30,µg/m³,429418.16293908,4584685.39924249
T07226S,20-25,µg/m³,425808.50737366,4583111.2213269
T17455I,25-30,µg/m³,426563.85303404,4583701.84747947
T16518C,30-35,µg/m³,432040.89966956,4584643.10129281
T11470J,25-30,µg/m³,427488.41505048,4584699.06695662
T17232V,25-30,µg/m³,429803.57751285,4580472.90788709
T19581V,20-25,µg/m³,428209.16087181,4587034.92015171
T06024G,20-25,µg/m³,432266.21370082,4587107.60247331
T07713C,25-30,µg/m³,429477.94838215,4583548.34106466
T10876X,25-30,µg/m³,426469.77225632,4583487.09386785
T17970W,25-30,µg/m³,428222.50593086,4586775.88463795
T15404P,25-30,µg/m³,430207.89508348,4579807.86579016
T08294I,20-25,µg/m³,430249.29616568,4584283.48730825
T05565A,20-25,µg/m³,428119.1605223,4586346.87774099
LRD0030,>40,µg/m³,431694.95503657,4588658.58965374
T13313F,25-30,µg/m³,431019.6440981,4581750.73162271
T15924I,30-35,µg/m³,427693.01677984,4579749.93181379
T02839V,25-30,µg/m³,427929.81762238,4580208.33572289
T00023H,25-30,µg/m³,432266.38011529,4580972.82998438
T00512T,25-30,µg/m³,431479.42365356,4581861.85631006
T09474O,25-30,µg/m³,433795.56461184,4584543.49086628
T04974J,20-25,µg/m³,429004.46910641,4585846.36820197
T18413C,25-30,µg/m³,428133.60978941,4586247.10747185
T14539Z,25-30,µg/m³,429189.49522667,4582402.57351434
T08258E,25-30,µg/m³,430227.58984579,4583982.99901886
T14294X,25-30,µg/m³,433125.37407613,4584082.68023679
T11414B,20-25,µg/m³,428692.66490816,4584434.66238641
T10617G,20-25,µg/m³,427210.83591281,4582895.55732294
T08179G,20-25,µg/m³,429863.50520526,4583446.81197655
T10021K,20-25,µg/m³,433669.25798459,4583434.67613419
T18254F,25-30,µg/m³,432802.39712315,4584022.74758973
T06156R,20-25,µg/m³,432371.02810464,4586875.54531103
T11848X,15-20,µg/m³,424517.33812304,4586242.58500152
T07756N,20-25,µg/m³,429573.93078174,4583712.87958401
T12201U,20-25,µg/m³,431111.30426772,4587022.20808001
T09171C,25-30,µg/m³,432986.15311195,4583458.12333986
T16112K,25-30,µg/m³,430611.55293677,4584573.99000508
T01164X,20-25,µg/m³,430233.6790666,4581117.1136071
T11480L,20-25,µg/m³,427869.17536055,4584925.04739946
T07411R,20-25,µg/m³,427860.63726164,4582282.44444
T20343E,20-25,µg/m³,427393.34797762,4582866.85689007
T07835L,20-25,µg/m³,429811.67513967,4583580.18957342
T16774Q,20-25,µg/m³,425924.9979566,4575777.2880451
VA0014N,25-30,µg/m³,426509.76809763,4583756.8026714
T18933V,20-25,µg/m³,431232.30016908,4586984.44710389
T01945S,20-25,µg/m³,429027.19777475,4582244.45250732
T12088L,25-30,µg/m³,431630.71802091,4586751.45471682
T15435W,20-25,µg/m³,427977.0662116,4584094.42031812
T21227F,25-30,µg/m³,432243.52033444,4581269.64261397
T11233Y,20-25,µg/m³,428327.22862731,4584077.70462701
T16371B,20-25,µg/m³,433758.84165077,4587588.72193798
T19344K,>40,µg/m³,432035.82716561,4581552.89862213
T16286F,20-25,µg/m³,431399.21360148,4588063.43455469
T20204U,25-30,µg/m³,433920.71274654,4587436.55947204
T12190I,20-25,µg/m³,431177.88658884,4586654.82899035
T17012L,25-30,µg/m³,432525.91537305,4589517.51831644
T19901R,20-25,µg/m³,429109.21158026,4586019.67668191
T12717R,20-25,µg/m³,431425.97505124,4588249.2676465
T11688Z,20-25,µg/m³,425207.24362502,4584979.01375705
T01201L,20-25,µg/m³,430856.97762185,4580799.78939698
T05320H,20-25,µg/m³,429521.51660699,4586731.56068116
T17093C,15-20,µg/m³,430838.93448739,4589218.65462653
T17583P,20-25,µg/m³,431184.40855435,4588628.98507725
T21184L,25-30,µg/m³,428915.29082805,4583589.83140969
T08195G,25-30,µg/m³,430124.80109518,4583510.81708544
T02080Y,25-30,µg/m³,430879.59588014,4582934.56149019
T21351I,20-25,µg/m³,428684.70967534,4587293.24636572
T08922N,20-25,µg/m³,431557.82819576,4584810.15320074
T15441U,20-25,µg/m³,431354.6280743,4588594.60607355
T18915T,20-25,µg/m³,431969.03508688,4587087.18469036
T03117Y,25-30,µg/m³,427731.13065016,4580911.22331829
T07939S,20-25,µg/m³,429312.01817201,4584211.83133395
T20170B,20-25,µg/m³,431994.50889581,4588508.29275054
T07645H,25-30,µg/m³,426190.53079871,4580849.23493908
T15398I,25-30,µg/m³,429749.03707564,4579636.04001184
T15566G,20-25,µg/m³,431252.03575886,4589037.87621127
T14886P,20-25,µg/m³,430987.75229959,4586523.40521978
T17495Q,20-25,µg/m³,431393.59964023,4587805.75018848
T00816G,25-30,µg/m³,431309.90638792,4581729.7873919
T16575L,20-25,µg/m³,430880.11163337,4581981.16503209
T02987G,25-30,µg/m³,428026.65471395,4579937.15156749
T19377T,25-30,µg/m³,433501.06858359,4584336.36077964
T16459I,25-30,µg/m³,433119.05701,4585126.72886785
T20024S,20-25,µg/m³,428349.21652984,4584717.8684303
T10296J,25-30,µg/m³,432842.06639636,4585233.65712781
T09158F,25-30,µg/m³,433299.44495645,4583768.77444204
T01966X,25-30,µg/m³,430100.80996109,4583235.08884937
T09654Q,25-30,µg/m³,432889.84278972,4585275.90783404
T18178K,20-25,µg/m³,432053.34774272,4587288.54437217
T02030O,25-30,µg/m³,430792.14652594,4582642.72070797
T11990C,20-25,µg/m³,431687.52400008,4588057.07536129
T21544P,20-25,µg/m³,430496.13607952,4587783.46194931
T19368S,20-25,µg/m³,432481.24496676,4587362.81025088
T00263V,20-25,µg/m³,431691.35132162,4581643.46437028
T02871V,20-25,µg/m³,427588.71216677,4580217.58033042
T06527Y,30-35,µg/m³,432202.41916954,4588897.57479054
T06083R,20-25,µg/m³,432177.27646739,4586698.90449635
T21362L,20-25,µg/m³,428003.47829718,4582126.39411422
T21017X,25-30,µg/m³,431804.8440966,4585801.43688262
T12171F,20-25,µg/m³,430813.82743269,4586840.7090427
T14972M,20-25,µg/m³,431710.58873302,4589599.93162331
T18412B,20-25,µg/m³,427918.46526789,4586354.4122808
T06364X,20-25,µg/m³,432237.21839469,4587732.96668538
T20495T,20-25,µg/m³,430738.9506331,4586618.33125463
T10772Q,20-25,µg/m³,427204.69838134,4583090.12266711
T20111Q,30-35,µg/m³,433658.16884626,4588294.32781475
T06563C,20-25,µg/m³,433838.06641493,4587673.39747222
T02954X,20-25,µg/m³,428286.1862656,4580484.29643965
T16161T,25-30,µg/m³,429873.97857204,4586126.48303178
T03554P,25-30,µg/m³,429321.69948639,4580566.92869473
T19070D,20-25,µg/m³,428293.71477203,4585419.23992956
T11226Z,20-25,µg/m³,427696.55504422,4584129.63650722
T16710A,25-30,µg/m³,430059.99613609,4579844.65697076
T05213F,25-30,µg/m³,429625.31093732,4586753.99092711
T10009O,20-25,µg/m³,433546.18367789,4583419.22704205
T02279L,20-25,µg/m³,431561.40743557,4583000.53242804
T06974R,25-30,µg/m³,431161.85898278,4586313.8915674
T14194U,25-30,µg/m³,434090.93037205,4583663.44729222
T03420C,20-25,µg/m³,426952.84907346,4580730.04895727
T07219T,20-25,µg/m³,425273.87581078,4583014.92224925
T10790S,25-30,µg/m³,427148.06219095,4583471.48368052
T07880Q,20-25,µg/m³,429005.11205074,4584126.84454131
T02270C,25-30,µg/m³,431657.97228795,4583093.0228378
T18154C,20-25,µg/m³,432188.49679347,4585419.03736826
T12726S,20-25,µg/m³,430983.51229357,4588107.88077338
T06191U,25-30,µg/m³,432006.39564521,4587549.21814151
T02036U,25-30,µg/m³,430311.14649375,4583130.93909336
T10171X,25-30,µg/m³,432410.32490493,4582889.96183224
T20585U,30-35,µg/m³,431044.50828181,4588357.77970755
T04757C,20-25,µg/m³,431431.01732268,4585775.42766956
T06502P,20-25,µg/m³,432273.4861589,4588090.2649767
T09387Q,30-35,µg/m³,433057.71584353,4584723.01872058
T21496Y,25-30,µg/m³,432325.33981197,4585657.818715
T17567P,30-35,µg/m³,431504.94733666,4585365.80745414
T00006G,20-25,µg/m³,432207.58175361,4581068.82557749
T08562J,25-30,µg/m³,428976.25319195,4584808.57479319
T01731G,25-30,µg/m³,429651.60871221,4581319.88834313
T03018W,20-25,µg/m³,428470.86862895,4580231.18264509
T03365M,20-25,µg/m³,427127.0694899,4580881.24586576
T02448K,25-30,µg/m³,428395.7310877,4582413.94757027
T02328D,25-30,µg/m³,430483.42888778,4582095.43621146
T00156T,20-25,µg/m³,432211.00748092,4581163.8846977
T01267D,20-25,µg/m³,430863.5353044,4581414.85629101
T10364E,25-30,µg/m³,428887.18975964,4583060.39181779
T06167U,20-25,µg/m³,432550.73492488,4586815.19985494
T17375J,20-25,µg/m³,426124.70601215,4584446.89595889
T09372J,25-30,µg/m³,432892.73740816,4584699.15993256
T15769P,20-25,µg/m³,429881.84873413,4581276.1665255
T04681Z,20-25,µg/m³,430851.02178741,4586351.60198026
T16677Q,25-30,µg/m³,433774.96835017,4587281.9923304
T01374F,25-30,µg/m³,430232.64056823,4581578.18632093
T06448A,25-30,µg/m³,432193.14696389,4588080.94057029
T21421F,20-25,µg/m³,433621.23611865,4587678.41312144
T04445P,20-25,µg/m³,431040.32454735,4585752.72658951
T16777T,25-30,µg/m³,425721.95643099,4575880.69574323
T12326G,20-25,µg/m³,430389.66705423,4586877.53331255
T06046M,25-30,µg/m³,431832.76667717,4586664.83204952
T11260B,20-25,µg/m³,428534.30745598,4584407.47355082
T02951U,25-30,µg/m³,428360.11660554,4580514.08092352
T03373M,20-25,µg/m³,427103.67768874,4580912.21109143
T00454A,20-25,µg/m³,431779.43380985,4581821.41797579
T08943S,25-30,µg/m³,431969.08139399,4584752.85000229
T01581K,25-30,µg/m³,431088.55994381,4581453.17764494
T06702V,25-30,µg/m³,433755.55126917,4587407.16067556
T03542L,25-30,µg/m³,429810.70556749,4580610.34504427
T08222S,25-30,µg/m³,430368.93770999,4583936.40787742
T10498R,20-25,µg/m³,428034.97012893,4582887.63203913
T06462Y,25-30,µg/m³,431889.07529987,4587659.57020487
T19625Q,15-20,µg/m³,424715.01982093,4586293.93257732
T20458O,20-25,µg/m³,433566.13031244,4587187.5467613
T18055A,25-30,µg/m³,428697.20884586,4579159.5492672
T18027W,20-25,µg/m³,429888.02757645,4585067.81424247
T04708T,25-30,µg/m³,430166.68487108,4586766.82282811
T08949Y,20-25,µg/m³,431740.78125491,4584780.83777206
T19089O,25-30,µg/m³,432802.39712315,4584022.74758973
T19838B,30-35,µg/m³,427436.16122221,4585126.82100277
T03032U,30-35,µg/m³,428026.65471395,4579937.15156749
T06321M,20-25,µg/m³,432301.58900411,4587404.37467686
T13954G,20-25,µg/m³,427220.91078773,4580901.38818318
T20695Z,20-25,µg/m³,429418.74824423,4585911.94715332
T20584T,25-30,µg/m³,432015.76228312,4587895.4056196
T10269G,20-25,µg/m³,434518.4939894,4585236.10745323
T10350Y,25-30,µg/m³,429187.93313209,4583311.34691137
T15853K,25-30,µg/m³,429662.62001862,4579777.73488726
T12687C,20-25,µg/m³,430983.51229357,4588107.88077338
T15571D,20-25,µg/m³,432214.32328148,4586270.70153363
T05355S,25-30,µg/m³,429943.98435288,4587272.12932854
T03798H,20-25,µg/m³,428002.85404703,4579063.05339376
T12372M,25-30,µg/m³,431121.95359636,4587987.51953399
T19936C,20-25,µg/m³,432176.27923916,4586140.80961428
T17671O,25-30,µg/m³,430138.19165355,4587404.28806158
T18073C,25-30,µg/m³,430593.31080782,4587331.56849451
T09583S,25-30,µg/m³,433176.47837362,4585558.9321183
T18544M,25-30,µg/m³,431103.02158714,4581666.51286218
T02863V,25-30,µg/m³,427623.39195084,4580313.87421561
T20571O,25-30,µg/m³,428375.83541176,4586147.58246903
T09031R,25-30,µg/m³,432125.247454,4584597.68558583
T13306G,20-25,µg/m³,431586.6050988,4581635.44315141
T03013R,25-30,µg/m³,428403.78908365,4580304.7012685
T07608C,20-25,µg/m³,426775.65181326,4581127.23091795
T18492R,25-30,µg/m³,427212.56824192,4581094.70454472
T07225R,20-25,µg/m³,425770.52157046,4583144.91766768
T01930L,25-30,µg/m³,429267.11148524,4582289.25775084
T03582T,25-30,µg/m³,429671.71767729,4580389.53676107
T08256C,25-30,µg/m³,430604.45541103,4583980.6581615
T05701Q,20-25,µg/m³,431754.67299169,4585665.70004509
RD0037K,35-40,µg/m³,428714.55093862,4587292.1147378
T18340C,15-20,µg/m³,425182.50663095,4585116.46815454
T09650M,20-25,µg/m³,432893.56226124,4585469.50811547
T20520D,15-20,µg/m³,427511.9676271,4585824.77953064
T17399R,20-25,µg/m³,429865.4775441,4586653.00393831
T01823J,25-30,µg/m³,429072.94134188,4581914.96665535
T16780O,25-30,µg/m³,425844.31656101,4576136.64320918
T17819Q,25-30,µg/m³,427662.25405562,4580846.89474288
T09637P,25-30,µg/m³,433969.72125111,4585513.83204643
T19306E,25-30,µg/m³,430178.28764263,4587526.72295152
T07622A,20-25,µg/m³,426558.25973325,4581029.2184202
T21046C,25-30,µg/m³,430802.55347763,4586981.01935178
T08351A,25-30,µg/m³,428532.71094034,4585260.30885505
T17975B,20-25,µg/m³,428344.90596067,4587018.86609308
T21230A,20-25,µg/m³,432175.05780113,4581344.99224833
T19343J,25-30,µg/m³,431909.91259869,4581503.87250067
T16274B,20-25,µg/m³,431796.50922999,4587273.29529227
T03453L,30-35,µg/m³,428475.33673966,4580376.62283556
T03764X,25-30,µg/m³,428261.25635326,4579051.05841157
T21282M,20-25,µg/m³,432064.1357057,4587809.33711692
T10180Y,25-30,µg/m³,432022.44811449,4582733.14752957
T08348F,20-25,µg/m³,428517.85758824,4585085.51770229
T20412A,20-25,µg/m³,432608.42853543,4583458.81119985
T09177I,25-30,µg/m³,433273.68722909,4583546.8392989
T09328F,20-25,µg/m³,433982.36651761,4583967.5135771
T20415D,25-30,µg/m³,427978.71591747,4580237.2963959
T00413R,25-30,µg/m³,431749.28912763,4581606.15087422
T19424J,20-25,µg/m³,430986.79476473,4585528.09163459
T08667R,20-25,µg/m³,427688.9577738,4585543.57873358
